purchase_order_id,supplier_id,product_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,purchase_order_status,unit_cost
2202,39,932,2016-11-01,2016-12-13,2016-12-23,421,Received,92.49
2203,163,521,2019-04-10,2019-05-17,2019-05-20,638,Received,166.86
2204,203,1366,2026-06-19,2026-07-05,2026-07-12,601,Received,60.13
2205,207,1025,2021-06-12,2021-06-26,2021-06-24,1796,Received,135.52
2206,131,1058,2020-02-05,2020-03-15,NULL,1046,Pending,234.26
2207,204,1321,2025-12-13,2026-01-01,2026-01-05,937,Received,116.34
2208,115,1538,2020-11-09,2020-12-22,2020-12-21,912,Received,22.41
2209,232,354,2023-05-03,2023-06-13,2023-06-15,801,Received,196.13
2210,66,1203,2023-02-23,2023-04-09,2023-04-17,385,Received,43.72
2211,138,1575,2017-05-25,2017-07-07,2017-07-06,249,Received,112.17
2212,184,1353,2022-09-22,2022-10-19,2022-10-16,1757,Received,49.43
2213,146,1850,2024-07-09,2024-07-26,2024-07-28,1069,Delayed,37.99
2214,7,1174,2023-09-02,2023-09-29,2023-10-09,1500,Received,37.36
2215,215,752,2017-05-11,2017-06-21,2017-06-28,245,Received,98.52
2216,189,1433,2018-01-30,2018-02-17,2018-02-15,4198,Received,45.65
2217,86,393,2023-08-28,2023-10-07,2023-10-14,288,Received,31.94
2218,147,551,2022-11-17,2022-12-04,2022-12-07,871,Received,81.56
2219,82,44,2023-12-08,2024-01-10,2024-01-12,1086,Received,34.66
2220,58,698,2019-09-15,2019-10-29,2019-11-07,4078,Received,123.85
2221,120,535,2017-08-09,2017-09-14,2017-09-20,110,Delayed,27.0
2222,196,142,2016-08-03,2016-08-29,2016-09-05,396,Received,54.7
2223,239,1489,2019-08-16,2019-09-19,NULL,851,Ordered,80.15
2224,176,603,2020-02-20,2020-03-25,2020-03-29,611,Received,107.27
2225,29,1259,2019-03-28,2019-05-01,2019-05-08,2332,Received,32.48
2226,37,1741,2017-11-12,2017-11-26,NULL,357,Cancelled,42.71
2227,226,1574,2018-05-31,2018-07-12,2018-07-18,547,Received,101.56
2228,57,19,2021-01-10,2021-02-05,2021-02-10,2661,Received,41.33
2229,99,1618,2022-02-01,2022-03-11,2022-03-11,795,Received,99.13
2230,218,669,2020-08-14,2020-08-28,2020-08-30,728,Received,169.12
2231,69,323,2016-10-19,2016-11-09,NULL,566,Ordered,99.99
2232,47,561,2020-01-29,2020-03-09,2020-03-11,536,Received,32.83
2233,241,1105,2017-06-20,2017-07-25,2017-07-24,864,Received,207.16
2234,58,698,2022-07-09,2022-08-03,2022-08-02,3625,Received,128.75
2235,69,1322,2019-10-14,2019-11-15,NULL,547,Pending,118.35
2236,87,1614,2020-05-23,2020-06-24,NULL,303,Ordered,27.39
2237,97,1621,2019-06-17,2019-07-06,NULL,1430,Pending,18.11
2238,189,525,2020-06-01,2020-06-16,2020-06-19,4962,Received,105.42
2239,178,1250,2017-05-21,2017-06-10,2017-06-15,767,Received,114.93
2240,228,1329,2025-07-20,2025-08-21,NULL,895,Pending,83.03
2241,10,1284,2025-08-04,2025-09-16,2025-09-14,1061,Received,41.75
2242,245,624,2026-04-28,2026-05-19,2026-05-28,945,Received,46.44
2243,66,1789,2022-04-05,2022-05-14,2022-05-16,619,Received,110.31
2244,222,1893,2018-03-27,2018-04-28,2018-05-05,949,Received,121.5
2245,47,1295,2020-05-06,2020-06-04,2020-06-07,126,Received,54.76
2246,52,1155,2017-12-05,2017-12-28,NULL,631,Ordered,41.73
2247,48,1418,2019-07-21,2019-08-24,2019-08-30,347,Received,45.91
2248,125,1935,2021-06-21,2021-07-30,2021-08-06,205,Received,155.64
2249,160,1526,2017-03-04,2017-04-14,2017-04-21,455,Received,107.28
2250,228,1329,2020-11-19,2020-12-28,2021-01-02,336,Delayed,82.57
2251,199,208,2020-10-01,2020-10-21,NULL,221,Ordered,21.66
2252,211,683,2021-05-19,2021-06-27,NULL,632,Pending,90.32
2253,175,682,2017-04-22,2017-05-16,2017-05-16,126,Delayed,38.28
2254,130,644,2019-01-21,2019-03-03,2019-03-12,156,Received,188.86
2255,175,1128,2019-01-02,2019-01-21,2019-01-18,233,Received,91.34
2256,72,169,2022-10-16,2022-11-28,2022-12-07,590,Received,11.94
2257,24,560,2022-06-24,2022-07-22,2022-07-27,874,Received,130.57
2258,250,396,2018-06-30,2018-07-30,NULL,394,Ordered,8.99
2259,32,443,2017-08-10,2017-08-25,2017-08-31,327,Received,41.55
2260,72,1756,2019-08-02,2019-09-14,2019-09-12,678,Delayed,40.46
2261,13,883,2026-01-11,2026-02-10,NULL,606,Pending,47.11
2262,56,281,2019-11-11,2019-12-18,2019-12-18,1105,Delayed,170.92
2263,17,1889,2022-09-28,2022-10-13,2022-10-17,178,Received,51.07
2264,24,913,2024-07-31,2024-08-27,NULL,742,Ordered,28.32
2265,210,343,2019-11-01,2019-12-13,NULL,110,Pending,42.44
2266,59,1994,2019-11-20,2019-12-15,NULL,975,Ordered,69.66
2267,248,1895,2024-09-10,2024-09-26,2024-09-28,4464,Received,69.29
2268,99,512,2025-02-18,2025-03-04,2025-03-12,224,Received,49.19
2269,175,416,2026-04-13,2026-05-09,2026-05-14,624,Received,27.15
2270,245,1818,2017-11-25,2017-12-18,2017-12-20,544,Received,72.66
2271,164,264,2019-09-30,2019-10-15,2019-10-15,808,Received,14.19
2272,64,1921,2026-01-05,2026-01-27,2026-01-31,288,Received,224.78
2273,234,401,2018-07-19,2018-08-24,NULL,1056,Ordered,142.77
2274,185,1675,2019-09-06,2019-10-21,2019-10-24,612,Received,10.89
2275,66,471,2026-03-09,2026-04-03,2026-04-13,387,Received,101.54
2276,147,271,2026-03-24,2026-05-02,2026-05-11,419,Received,20.63
2277,179,1582,2019-06-15,2019-07-09,NULL,1099,Ordered,239.69
2278,214,805,2023-06-28,2023-08-08,NULL,865,Pending,14.04
2279,93,1638,2021-06-13,2021-07-14,NULL,1343,Pending,65.87
2280,36,370,2022-04-19,2022-05-27,2022-06-02,2791,Received,21.52
2281,249,1357,2018-12-18,2019-01-05,2019-01-02,2573,Received,79.62
2282,106,462,2020-04-19,2020-05-29,2020-06-08,643,Received,120.61
2283,99,921,2024-09-14,2024-10-20,2024-10-18,430,Received,63.17
2284,56,685,2020-06-20,2020-07-31,NULL,248,Ordered,158.32
2285,27,1970,2017-09-05,2017-10-02,NULL,898,Ordered,107.58
2286,209,798,2022-03-06,2022-04-09,2022-04-11,773,Received,113.51
2287,126,1064,2022-06-18,2022-07-15,2022-07-24,576,Received,80.28
2288,196,1340,2021-12-30,2022-01-17,2022-01-23,545,Received,126.01
2289,167,453,2023-05-11,2023-05-31,2023-06-08,1112,Received,120.77
2290,1,442,2022-01-15,2022-02-24,NULL,932,Ordered,112.99
2291,66,1125,2026-01-26,2026-03-01,2026-02-26,610,Received,21.42
2292,209,1749,2021-02-26,2021-03-14,NULL,354,Cancelled,107.64
2293,213,1344,2023-08-16,2023-09-27,2023-09-29,1168,Received,9.91
2294,86,1885,2020-12-03,2020-12-18,2020-12-25,689,Received,89.31
2295,176,1815,2019-06-15,2019-06-29,2019-06-30,512,Delayed,60.0
2296,220,1142,2023-06-20,2023-07-06,NULL,140,Pending,10.57
2297,96,923,2024-09-23,2024-10-28,2024-10-26,950,Received,200.26
2298,247,1856,2024-06-30,2024-08-02,2024-08-11,263,Received,102.32
2299,250,1335,2020-08-18,2020-09-21,2020-09-18,1030,Received,67.13
2300,68,813,2021-07-13,2021-08-27,NULL,1494,Pending,43.63
2301,13,1301,2022-11-15,2022-12-22,2022-12-20,148,Delayed,14.99
2302,80,1445,2018-12-17,2018-12-31,2019-01-02,992,Received,11.62
2303,1,1692,2023-02-16,2023-03-16,2023-03-16,931,Received,50.63
2304,37,109,2023-09-10,2023-10-17,NULL,110,Pending,60.21
2305,187,781,2024-06-06,2024-06-23,2024-07-02,198,Received,51.32
2306,220,1037,2017-04-12,2017-05-15,2017-05-17,910,Received,100.94
2307,111,1973,2026-06-13,2026-07-21,2026-07-20,1294,Received,15.88
2308,138,1822,2021-05-01,2021-06-13,2021-06-15,871,Received,89.74
2309,187,571,2020-07-19,2020-08-28,2020-09-04,1180,Received,130.43
2310,126,11,2021-08-09,2021-09-07,2021-09-14,674,Received,38.71
2311,127,695,2025-09-29,2025-11-02,NULL,288,Ordered,47.22
2312,189,1248,2023-06-16,2023-07-16,NULL,3391,Ordered,131.35
2313,14,821,2021-12-22,2022-01-20,NULL,310,Ordered,72.67
2314,155,1797,2024-06-12,2024-06-30,2024-07-04,126,Received,93.65
2315,158,168,2020-02-19,2020-03-17,2020-03-20,628,Received,44.36
2316,101,1990,2025-06-30,2025-08-04,2025-08-10,4710,Received,151.2
2317,80,138,2021-11-28,2022-01-01,NULL,1029,Ordered,56.36
2318,83,137,2022-12-03,2022-12-26,NULL,366,Pending,61.88
2319,180,459,2017-05-22,2017-06-19,2017-06-22,1370,Delayed,29.81
2320,59,612,2024-03-24,2024-04-19,NULL,384,Ordered,23.13
2321,228,1772,2023-02-12,2023-03-25,2023-03-26,691,Received,14.14
2322,36,1288,2020-02-02,2020-02-22,2020-02-20,1185,Received,23.03
2323,185,577,2023-01-04,2023-01-19,NULL,158,Pending,17.92
2324,122,1760,2016-12-24,2017-02-06,NULL,371,Ordered,55.78
2325,236,801,2026-05-18,2026-06-08,2026-06-06,1068,Delayed,13.6
2326,122,516,2023-04-25,2023-05-18,2023-05-21,154,Received,48.71
2327,113,1085,2020-07-14,2020-08-25,2020-08-23,3633,Received,33.4
2328,154,1213,2024-01-25,2024-03-06,2024-03-06,1316,Received,173.21
2329,242,112,2026-03-13,2026-04-13,2026-04-17,647,Received,49.33
2330,227,740,2020-11-04,2020-11-21,2020-11-19,208,Received,19.06
2331,230,1890,2016-08-23,2016-09-08,2016-09-08,306,Received,11.87
2332,170,465,2019-02-16,2019-03-19,2019-03-25,928,Received,19.71
2333,32,443,2021-08-24,2021-10-02,2021-10-02,649,Received,41.02
2334,9,1306,2021-09-23,2021-11-07,2021-11-16,752,Received,114.15
2335,28,1191,2022-05-06,2022-06-07,NULL,212,Ordered,9.66
2336,69,1322,2022-04-17,2022-05-07,2022-05-15,856,Received,117.58
2337,197,736,2020-12-30,2021-02-01,NULL,274,Pending,100.16
2338,72,554,2020-06-13,2020-07-17,NULL,780,Ordered,14.54
2339,164,655,2024-04-06,2024-05-19,2024-05-16,538,Received,40.76
2340,206,1257,2022-06-05,2022-07-10,2022-07-11,274,Received,93.36
2341,13,1402,2021-07-18,2021-08-01,2021-08-05,600,Received,113.99
2342,66,1310,2019-12-28,2020-01-26,2020-01-23,680,Received,31.11
2343,173,1596,2016-10-13,2016-11-14,NULL,1870,Pending,70.3
2344,99,371,2017-08-01,2017-08-24,NULL,923,Ordered,108.42
2345,223,642,2020-09-12,2020-10-17,2020-10-25,1217,Received,25.46
2346,206,1257,2026-02-27,2026-03-29,NULL,569,Ordered,87.71
2347,114,1159,2017-09-13,2017-09-27,NULL,783,Pending,65.96
2348,136,1757,2025-12-12,2026-01-25,2026-02-01,2820,Received,48.19
2349,237,424,2017-12-15,2017-12-30,2018-01-02,1450,Received,244.54
2350,68,1961,2019-08-29,2019-09-21,2019-09-18,4028,Received,10.99
2351,86,987,2021-02-03,2021-03-12,2021-03-10,486,Received,44.8
2352,14,1227,2018-08-10,2018-08-30,2018-09-06,560,Delayed,65.95
2353,229,412,2021-05-15,2021-06-09,2021-06-16,778,Received,209.92
2354,180,423,2021-04-20,2021-05-29,2021-05-30,184,Received,240.15
2355,4,579,2020-12-02,2021-01-06,NULL,914,Pending,65.35
2356,18,1120,2023-07-05,2023-08-17,2023-08-26,690,Received,173.24
2357,59,1222,2019-09-23,2019-10-14,2019-10-18,250,Delayed,78.67
2358,209,1593,2019-07-17,2019-08-29,NULL,693,Ordered,195.37
2359,37,1779,2024-08-22,2024-09-15,2024-09-16,703,Received,14.27
2360,48,1793,2017-09-09,2017-09-23,2017-09-23,707,Received,70.79
2361,210,96,2025-01-12,2025-02-02,2025-02-03,460,Received,108.42
2362,206,1769,2023-01-08,2023-01-22,2023-01-21,390,Received,99.9
2363,177,159,2023-04-24,2023-05-17,2023-05-25,502,Delayed,178.06
2364,183,1969,2018-03-08,2018-04-18,2018-04-16,132,Received,110.41
2365,210,343,2026-05-19,2026-07-02,2026-07-02,752,Delayed,45.21
2366,181,308,2018-12-24,2019-01-31,2019-01-29,718,Received,58.73
2367,86,447,2018-04-14,2018-05-17,2018-05-20,430,Received,65.39
2368,59,1715,2018-02-20,2018-03-14,NULL,238,Ordered,84.88
2369,35,1393,2022-02-20,2022-04-01,2022-04-02,708,Received,10.7
2370,93,1559,2026-02-15,2026-03-30,2026-04-02,994,Received,36.16
2371,174,1657,2018-11-09,2018-11-29,2018-12-03,1131,Received,24.83
2372,187,1348,2020-08-03,2020-09-08,2020-09-11,940,Received,210.07
2373,232,1237,2018-05-20,2018-07-02,2018-07-07,962,Received,233.29
2374,246,556,2022-12-11,2022-12-30,NULL,719,Ordered,48.13
2375,144,144,2020-11-10,2020-12-09,2020-12-11,1212,Received,16.18
2376,153,470,2016-10-30,2016-12-01,2016-12-11,3800,Received,34.05
2377,176,266,2022-09-06,2022-09-20,2022-09-29,571,Received,113.54
2378,66,1480,2018-07-06,2018-07-23,2018-07-24,765,Received,110.93
2379,142,1484,2022-06-18,2022-07-08,2022-07-06,1258,Received,91.3
2380,14,553,2020-06-05,2020-07-19,NULL,224,Ordered,117.94
2381,114,1159,2023-08-03,2023-08-20,NULL,1251,Ordered,67.41
2382,47,991,2018-08-06,2018-09-20,2018-09-27,258,Received,78.65
2383,223,1906,2024-01-24,2024-02-26,2024-03-05,113,Received,219.79
2384,237,1342,2024-08-17,2024-10-01,2024-10-01,100,Received,86.16
2385,202,1167,2017-03-01,2017-03-24,2017-03-22,353,Received,43.26
2386,167,653,2017-07-22,2017-08-18,2017-08-15,4135,Received,139.49
2387,206,1769,2025-04-05,2025-05-14,2025-05-12,595,Received,99.39
2388,210,1787,2018-05-29,2018-06-23,NULL,659,Pending,100.9
2389,224,816,2019-10-19,2019-11-18,NULL,2895,Pending,24.24
2390,243,1773,2021-02-11,2021-03-04,2021-03-11,390,Received,111.81
2391,167,1092,2019-03-01,2019-03-30,2019-04-07,2141,Received,86.64
2392,99,539,2025-03-02,2025-04-15,2025-04-16,702,Received,40.51
2393,147,1546,2021-10-25,2021-12-09,2021-12-10,814,Received,23.04
2394,192,449,2022-12-06,2022-12-26,2023-01-05,157,Received,160.61
2395,216,1813,2022-07-05,2022-08-06,2022-08-12,2577,Received,44.47
2396,220,723,2022-08-27,2022-09-29,2022-10-06,734,Received,90.95
2397,90,1820,2022-05-30,2022-07-11,2022-07-13,1058,Received,56.99
2398,69,927,2020-01-07,2020-02-19,2020-02-18,976,Received,17.63
2399,247,1024,2024-12-29,2025-01-25,2025-02-02,1150,Received,226.58
2400,76,524,2022-09-18,2022-10-06,2022-10-05,836,Received,33.23
2401,66,633,2024-09-04,2024-10-09,2024-10-19,385,Received,83.54
2402,114,1472,2023-08-07,2023-09-09,2023-09-07,1421,Delayed,23.95
2403,39,932,2019-07-07,2019-08-20,2019-08-24,284,Received,92.32
2404,79,973,2022-09-07,2022-10-07,2022-10-09,1289,Received,41.33
2405,209,1749,2017-05-21,2017-06-26,2017-07-06,192,Received,107.45
2406,17,972,2017-11-17,2017-12-02,NULL,198,Pending,65.32
2407,114,1523,2017-09-19,2017-10-09,2017-10-16,574,Received,91.26
2408,141,839,2019-08-05,2019-09-03,2019-09-02,886,Received,43.74
2409,122,1323,2018-05-15,2018-06-24,2018-06-21,217,Delayed,96.81
2410,171,1391,2023-06-23,2023-07-09,NULL,866,Pending,71.85
2411,92,1016,2021-08-25,2021-09-09,2021-09-11,1020,Delayed,52.21
2412,20,1572,2020-09-20,2020-10-28,2020-11-04,509,Received,97.35
2413,230,1527,2017-12-01,2017-12-27,2017-12-31,561,Received,96.54
2414,195,1649,2020-05-17,2020-06-12,NULL,4829,Ordered,9.94
2415,55,1788,2018-05-25,2018-06-20,2018-06-17,1469,Received,55.56
2416,200,108,2022-11-23,2022-12-13,2022-12-22,110,Received,60.44
2417,22,295,2023-06-23,2023-07-30,NULL,247,Ordered,96.07
2418,60,578,2022-12-29,2023-02-02,2023-02-10,2830,Received,27.24
2419,63,739,2026-07-16,2026-08-30,2026-08-30,2140,Received,28.47
2420,44,1845,2022-02-02,2022-03-10,2022-03-15,1050,Received,45.1
2421,120,405,2021-06-08,2021-07-20,2021-07-23,682,Received,20.92
2422,160,1685,2017-12-10,2017-12-29,2018-01-03,341,Received,220.72
2423,244,713,2019-09-08,2019-10-23,2019-10-29,123,Received,48.17
2424,4,1263,2021-01-18,2021-02-15,NULL,948,Pending,37.61
2425,149,1849,2017-01-27,2017-02-26,2017-02-28,846,Received,40.86
2426,228,1329,2020-02-17,2020-03-20,2020-03-26,630,Received,83.28
2427,181,1948,2016-08-20,2016-09-22,2016-09-19,327,Received,75.69
2428,49,306,2017-11-26,2018-01-09,2018-01-10,166,Delayed,18.16
2429,56,281,2024-09-09,2024-10-14,2024-10-14,221,Received,169.95
2430,209,904,2026-03-06,2026-03-28,2026-04-07,1458,Received,128.45
2431,11,659,2021-08-05,2021-08-22,2021-08-20,2509,Received,35.87
2432,196,142,2021-06-28,2021-07-14,2021-07-12,1325,Received,56.71
2433,158,168,2023-05-22,2023-06-10,NULL,730,Pending,45.69
2434,36,1288,2020-09-11,2020-10-12,NULL,2234,Ordered,21.59
2435,133,657,2024-12-09,2025-01-06,NULL,410,Ordered,56.8
2436,195,1649,2021-06-05,2021-07-03,2021-06-30,2107,Received,9.54
2437,56,402,2017-05-13,2017-06-20,NULL,1231,Ordered,198.12
2438,142,1578,2016-11-05,2016-12-19,2016-12-28,356,Received,73.97
2439,238,1239,2024-02-25,2024-04-06,NULL,673,Ordered,45.11
2440,32,376,2019-06-18,2019-07-30,2019-08-05,853,Received,136.25
2441,96,128,2019-04-16,2019-05-22,2019-05-25,587,Received,75.34
2442,239,778,2021-11-30,2021-12-28,2021-12-25,865,Received,34.38
2443,195,1649,2018-03-22,2018-04-07,NULL,2547,Cancelled,9.52
2444,94,1460,2021-02-10,2021-02-27,2021-02-26,389,Received,76.71
2445,122,1323,2023-12-19,2024-01-04,2024-01-10,350,Received,97.23
2446,148,1554,2024-03-13,2024-04-14,2024-04-17,1502,Received,99.47
2447,22,58,2022-01-14,2022-02-01,2022-02-06,831,Received,161.01
2448,206,1511,2017-09-02,2017-09-30,2017-10-01,898,Received,100.64
2449,13,529,2017-09-06,2017-10-08,NULL,373,Pending,35.95
2450,39,928,2024-04-16,2024-05-20,NULL,155,Ordered,83.92
2451,199,253,2024-10-09,2024-11-14,2024-11-22,597,Delayed,70.54
2452,169,1666,2020-03-17,2020-04-17,2020-04-16,2333,Received,7.92
2453,209,484,2024-10-06,2024-11-03,2024-11-08,862,Received,129.25
2454,166,584,2016-12-15,2017-01-07,2017-01-07,1431,Received,67.99
2455,248,1315,2023-09-24,2023-11-06,2023-11-03,776,Delayed,89.9
2456,229,412,2022-01-01,2022-02-01,2022-02-04,273,Received,208.89
2457,139,1761,2026-06-09,2026-06-26,2026-07-02,138,Received,38.77
2458,13,1982,2017-07-25,2017-09-01,2017-08-29,488,Received,74.06
2459,204,1184,2024-11-03,2024-11-28,NULL,776,Ordered,64.17
2460,39,1204,2024-01-20,2024-02-22,2024-03-02,126,Received,18.27
2461,107,469,2019-07-08,2019-08-12,2019-08-13,2620,Delayed,34.49
2462,246,88,2026-07-14,2026-08-10,NULL,1372,Ordered,47.15
2463,225,420,2021-01-13,2021-02-23,NULL,433,Pending,10.39
2464,88,1631,2020-01-10,2020-01-30,2020-02-07,394,Received,113.39
2465,250,1915,2024-09-15,2024-10-28,2024-11-05,1162,Received,37.14
2466,236,1403,2020-12-05,2021-01-04,2021-01-07,1175,Received,25.89
2467,2,1834,2026-06-24,2026-07-16,2026-07-17,661,Delayed,243.18
2468,20,729,2024-04-18,2024-05-07,NULL,705,Cancelled,205.77
2469,66,3,2018-11-28,2019-01-02,2018-12-30,470,Received,66.35
2470,156,544,2024-08-24,2024-09-24,NULL,601,Ordered,119.76
2471,86,1708,2022-06-02,2022-06-23,2022-06-30,370,Received,111.69
2472,192,1723,2020-01-17,2020-02-11,2020-02-08,1055,Received,81.94
2473,157,1424,2023-08-25,2023-09-10,2023-09-14,2284,Delayed,146.89
2474,124,1965,2022-11-13,2022-12-23,2022-12-21,3072,Received,61.31
2475,35,212,2018-03-14,2018-04-01,2018-04-02,665,Received,36.55
2476,10,1284,2017-12-06,2018-01-05,NULL,1390,Pending,41.45
2477,200,294,2018-08-09,2018-09-03,2018-09-09,576,Received,101.08
2478,206,974,2018-08-10,2018-08-31,NULL,618,Ordered,102.5
2479,233,1368,2017-02-17,2017-03-31,2017-03-28,1133,Received,16.82
2480,54,1481,2020-01-18,2020-02-04,2020-02-05,116,Delayed,33.06
2481,139,1828,2019-05-08,2019-06-13,2019-06-10,816,Received,86.42
2482,188,385,2021-12-05,2021-12-25,2021-12-29,258,Received,35.38
2483,69,323,2019-10-11,2019-11-09,2019-11-15,942,Received,97.25
2484,14,33,2023-07-31,2023-09-09,2023-09-12,246,Received,69.06
2485,78,528,2019-06-07,2019-06-22,2019-07-01,3843,Received,63.8
2486,204,191,2019-03-19,2019-04-25,2019-04-26,264,Received,50.85
2487,199,1517,2025-02-13,2025-03-22,2025-03-21,126,Received,11.68
2488,160,1526,2026-05-24,2026-06-13,2026-06-22,1140,Received,106.44
2489,10,1090,2023-05-02,2023-06-07,2023-06-10,166,Delayed,55.74
2490,152,1141,2017-06-28,2017-07-21,2017-07-28,258,Received,75.02
2491,37,1369,2026-03-03,2026-03-31,2026-04-06,956,Received,19.92
2492,224,1453,2024-05-25,2024-06-15,NULL,410,Pending,22.98
2493,1,531,2025-09-23,2025-11-06,NULL,424,Ordered,28.08
2494,175,979,2026-06-19,2026-07-20,2026-07-26,349,Received,53.98
2495,1,1781,2025-03-18,2025-04-22,2025-05-01,336,Received,97.67
2496,48,1119,2017-10-22,2017-12-04,2017-12-02,555,Received,87.03
2497,215,194,2025-03-14,2025-04-23,2025-04-25,178,Received,34.56
2498,94,1104,2019-01-14,2019-02-20,NULL,559,Ordered,101.34
2499,39,1913,2023-08-27,2023-10-06,2023-10-16,228,Received,15.46
2500,175,703,2024-10-28,2024-11-26,NULL,698,Ordered,99.77
2501,99,1851,2024-02-26,2024-03-19,2024-03-28,421,Received,77.99
2502,20,729,2023-04-21,2023-05-12,2023-05-15,403,Received,200.43
2503,146,1474,2021-06-07,2021-07-22,2021-07-31,468,Received,92.69
2504,249,274,2022-04-25,2022-06-07,2022-06-05,4349,Received,30.2
2505,224,816,2019-03-24,2019-04-13,2019-04-10,298,Received,24.6
2506,181,155,2020-09-06,2020-09-30,NULL,1184,Cancelled,16.81
2507,123,541,2021-01-22,2021-03-01,2021-03-03,2477,Delayed,126.35
2508,206,398,2022-11-16,2022-12-18,2022-12-28,705,Received,78.79
2509,226,1124,2025-05-05,2025-05-25,NULL,826,Cancelled,167.69
2510,199,253,2017-06-21,2017-08-02,2017-08-09,954,Delayed,67.16
2511,147,36,2021-09-11,2021-10-22,2021-10-26,851,Received,56.33
2512,157,1838,2019-04-28,2019-05-23,NULL,4672,Ordered,147.6
2513,239,1898,2025-11-26,2025-12-15,2025-12-12,478,Received,69.04
2514,122,94,2020-03-25,2020-05-07,2020-05-11,839,Received,83.54
2515,37,939,2026-01-16,2026-02-16,2026-02-14,1110,Delayed,6.63
2516,146,216,2019-10-24,2019-11-28,2019-12-03,1287,Received,195.27
2517,48,1955,2016-07-25,2016-09-04,2016-09-07,282,Received,98.23
2518,99,843,2024-04-12,2024-05-05,2024-05-13,848,Received,87.26
2519,229,861,2023-11-13,2023-12-10,2023-12-11,1360,Received,130.7
2520,66,1310,2023-11-07,2023-12-11,2023-12-12,394,Received,29.14
2521,31,1755,2021-02-14,2021-03-17,2021-03-17,690,Received,83.02
2522,59,1294,2023-03-08,2023-04-07,NULL,337,Cancelled,116.96
2523,52,367,2020-02-14,2020-03-16,2020-03-16,620,Received,90.89
2524,21,1943,2017-03-04,2017-03-28,2017-03-25,1205,Received,80.29
2525,17,654,2021-11-19,2021-12-15,2021-12-25,478,Received,65.68
2526,160,1160,2018-09-19,2018-10-16,2018-10-22,1011,Received,89.28
2527,90,91,2020-11-01,2020-11-23,NULL,324,Pending,74.85
2528,18,1120,2018-08-28,2018-09-18,2018-09-21,277,Received,168.21
2529,232,354,2019-03-23,2019-04-14,NULL,338,Cancelled,209.81
2530,32,755,2024-10-27,2024-12-02,NULL,555,Pending,178.66
2531,190,1251,2019-12-01,2019-12-19,2019-12-24,1028,Received,36.39
2532,165,365,2022-04-27,2022-05-15,NULL,357,Ordered,30.75
2533,163,521,2022-03-15,2022-04-25,2022-05-03,750,Received,171.67
2534,51,1508,2021-05-23,2021-06-18,NULL,2764,Pending,30.63
2535,136,1234,2019-12-23,2020-01-08,2020-01-15,760,Delayed,8.86
2536,138,1822,2023-05-14,2023-06-21,NULL,300,Pending,84.19
2537,227,949,2017-01-08,2017-02-07,2017-02-11,1117,Received,83.55
2538,242,309,2017-07-14,2017-08-15,2017-08-22,2314,Received,20.74
2539,242,309,2024-05-18,2024-06-14,2024-06-12,2703,Received,19.97
2540,81,4,2021-02-18,2021-03-17,NULL,638,Ordered,117.63
2541,175,505,2017-10-12,2017-11-19,2017-11-19,595,Received,10.21
2542,248,1315,2025-02-12,2025-03-09,NULL,2893,Pending,92.97
2543,1,1930,2020-12-14,2021-01-28,2021-02-04,465,Received,56.72
2544,69,1556,2016-07-18,2016-08-31,2016-08-31,873,Received,75.14
2545,229,1629,2026-02-13,2026-03-17,2026-03-21,1456,Received,198.46
2546,94,1794,2018-07-25,2018-09-04,2018-09-08,776,Received,73.38
2547,43,1950,2023-06-05,2023-06-26,2023-06-29,2181,Received,6.29
2548,132,388,2017-11-09,2017-12-24,2017-12-31,695,Received,39.49
2549,61,467,2023-01-15,2023-02-15,2023-02-25,162,Received,69.22
2550,106,1197,2018-02-16,2018-03-22,2018-03-24,928,Received,110.31
2551,66,633,2025-11-13,2025-12-25,2025-12-26,374,Received,84.56
2552,68,813,2019-04-12,2019-05-27,NULL,873,Ordered,41.01
2553,171,1391,2023-02-01,2023-03-06,2023-03-06,441,Received,75.6
2554,200,1325,2019-01-16,2019-02-12,NULL,1356,Ordered,16.79
2555,106,1711,2020-04-04,2020-05-09,2020-05-14,839,Received,41.39
2556,210,343,2025-07-30,2025-08-14,NULL,821,Pending,42.04
2557,220,358,2018-03-12,2018-04-16,2018-04-25,164,Delayed,36.56
2558,127,695,2020-07-02,2020-07-19,2020-07-21,421,Received,47.47
2559,37,1754,2019-08-06,2019-09-14,NULL,430,Pending,29.92
2560,208,806,2023-07-15,2023-08-21,2023-08-21,2537,Received,145.66
2561,206,107,2018-11-18,2018-12-02,2018-11-29,639,Received,117.16
2562,204,893,2023-02-04,2023-02-24,2023-03-05,260,Received,26.91
2563,111,1868,2023-07-30,2023-08-31,2023-08-31,606,Received,16.84
2564,241,661,2016-07-19,2016-08-04,2016-08-02,873,Received,31.48
2565,129,1381,2021-04-22,2021-05-31,2021-06-08,273,Received,49.17
2566,18,1945,2017-11-12,2017-11-30,2017-12-08,950,Received,83.81
2567,127,325,2018-10-20,2018-11-04,2018-11-14,410,Received,219.05
2568,123,541,2023-05-04,2023-05-24,NULL,2091,Ordered,135.08
2569,157,749,2016-08-18,2016-09-20,NULL,691,Ordered,29.57
2570,86,1708,2023-07-01,2023-08-03,2023-08-03,771,Received,109.18
2571,249,1861,2024-09-16,2024-10-30,2024-11-02,3828,Received,112.53
